362_1,0.380144642,0.602629849,0.305588429,2.231426693,3.650887574,0.223011177,0.161078238,4.482445759,0.19947403,1.257593688,0.385798817,0.296120973,0.283892176,0.24904668,0.840631164,0.738856016,1.630243261,1.153451677,0.403813281,0.746219592,0.274424721,0.332412886,0.147666009,1.189612097,2.625641026,1.284418146,0.218408941,0.268639053,0.629980276,0.136620644,0.429191321,2.248652202,0.63339908,0.487047995,0.483629191,0.872583826,0.595529257,0.390927022,0.548849441,0.319921105,0.297961867,0.441420118,0.373175542,0.165613499,1.071522811,0.120061107,1.494965627,0.237414068,0.295535032,0.867231442,0.102284564,0.125269079,0.178112631,0.123394209,0.147628637,0.185820429,0.164294146,0.098395945,0.226650927,0.12138046,0.541976252,0.259981946,1.215957225,2.101312409,0.156586348,1.212624123,0.857648774,0.249566002,0.127421707,0.119297271,0.123394209,0.121727658,0.401985973,0.116797445,0.159155614,0.157905701,1.026248177,Control
362_2,0.371998425,0.597821808,0.299698202,2.214145125,3.711192757,0.197743078,0.160083978,4.503083585,0.188557932,1.285789267,0.376590999,0.291562787,0.280934261,0.23750164,0.832043039,0.721690067,1.593754101,1.161527359,0.42396011,0.726413856,0.267418974,0.329615536,0.144338013,1.207321874,2.570003936,1.237895289,0.217687967,0.261907886,0.621571972,0.13685868,0.424091327,2.220705944,0.673008791,0.483925994,0.489437082,0.917333683,0.588374229,0.397323186,0.539036872,0.338407033,0.30087915,0.438262695,0.377509513,0.169898558,1.066800083,0.120212546,1.451107584,0.245669726,0.295562763,0.884687047,0.106203851,0.132012974,0.18487337,0.127389414,0.149679111,0.189634946,0.16058243,0.091229039,0.22082672,0.12380098,0.559243668,0.266717273,1.214339935,2.111586502,0.17065765,1.242426334,0.870126285,0.258643296,0.123041888,0.121385688,0.127389414,0.130425782,0.392933545,0.116900145,0.167897316,0.155061762,0.991166931,Control
362_3,0.35694374,0.582108464,0.296756209,2.157881399,3.606436898,0.196401419,0.157121135,4.446908262,0.176507856,1.297769894,0.364546376,0.282437912,0.272301064,0.233020781,0.799543842,0.688291941,1.561074506,1.111885454,0.384313229,0.677521541,0.258109478,0.327927015,0.142802838,1.163203244,2.54270147,1.199822605,0.210086163,0.280283832,0.604916371,0.130131779,0.419285352,2.140268626,0.620501774,0.465408008,0.456791688,0.866447035,0.580334516,0.386087177,0.524581855,0.310314242,0.290420679,0.427521541,0.347820578,0.165853323,1.100419273,0.11815245,1.412536944,0.233349371,0.299127088,0.973881366,0.101450271,0.122276445,0.180768438,0.12598804,0.146058148,0.185236099,0.167777854,0.096020345,0.225582514,0.121795312,0.566774349,0.269365592,1.222764451,2.085229225,0.153962472,1.280912778,0.864595505,0.26022407,0.124682109,0.119458382,0.12598804,0.136435494,0.390267372,0.114165922,0.163860059,0.150594543,0.995876005,Control
362_4,0.353026168,0.558195537,0.286402312,2.104029539,3.186546797,0.218012522,0.168084765,4.091025847,0.178840905,1.228768663,0.361855836,0.285920694,0.273077541,0.23486916,0.780382084,0.65837213,1.474072885,1.045432654,0.395248033,0.668646653,0.302135174,0.337614384,0.154117836,1.039653235,2.252689035,1.182854391,0.217049286,0.250120405,0.604751967,0.138866592,0.422379194,1.992615187,0.568148981,0.496387863,0.507144004,0.8195537,0.599775245,0.384973511,0.536201638,0.315620485,0.30052978,0.429764007,0.399100979,0.148957299,0.991062562,0.115103367,1.368601607,0.233637266,0.269928681,0.756522524,0.090638259,0.126658843,0.166561343,0.114651982,0.133881015,0.167464115,0.166561343,0.101742349,0.217116548,0.111402004,0.558544732,0.233817821,1.228401192,2.002708315,0.149950348,1.121513045,0.832174777,0.236074749,0.133249075,0.122957479,0.114651982,0.127742168,0.375191839,0.129818543,0.185248714,0.169721044,0.991694502,Control
362_5,0.353194201,0.551537359,0.289150868,2.090648399,3.318623546,0.19499761,0.161860762,4.05751155,0.183367851,1.193085869,0.358929425,0.275131432,0.268440338,0.234347618,0.774892465,0.652381711,1.483033296,1.023418831,0.385215867,0.653815517,0.263979608,0.332324359,0.166799426,1.005257289,2.285008762,1.176198821,0.209494982,0.240879401,0.573841007,0.133821889,0.413414051,1.943603632,0.61908555,0.490998885,0.519515692,0.802453401,0.588816314,0.377728214,0.537199299,0.317508364,0.298231639,0.427592799,0.391906962,0.145038168,1.024232203,0.115036393,1.350967513,0.233978342,0.260074561,0.782442748,0.095242322,0.12835079,0.178235399,0.118941949,0.143884254,0.17193325,0.165364814,0.096307474,0.224214451,0.111663412,0.592934493,0.238150186,1.231759276,1.985354163,0.158441328,1.161370495,0.833570034,0.250310669,0.130569856,0.127108113,0.118941949,0.123468844,0.376797444,0.121516066,0.17326469,0.169092846,0.987040653,Control
362_6,0.337189307,0.54244177,0.280287635,2.037986556,3.183992496,0.210098484,0.156323277,4.051117711,0.172893544,1.224949195,0.347506644,0.27434735,0.264186337,0.232921682,0.728935438,0.625762076,1.428169454,1.035016414,0.377677036,0.649835861,0.296701579,0.327966234,0.149132406,0.999687353,2.230733156,1.163670471,0.206972018,0.237455057,0.577614507,0.134906988,0.40503361,1.934031577,0.566671877,0.480381429,0.480694075,0.785993434,0.587931843,0.367516023,0.549476317,0.307800531,0.312802876,0.420978584,0.369391902,0.147064057,1.051512456,0.121619217,1.332384342,0.240747331,0.266903915,0.844217082,0.093238434,0.122419929,0.168950178,0.119128114,0.138879004,0.170373665,0.171797153,0.093149466,0.224466192,0.112455516,0.562099644,0.244039146,1.261120996,1.967615658,0.15133452,1.152580071,0.846886121,0.256761566,0.128113879,0.119395018,0.119128114,0.127402135,0.383896797,0.122597865,0.175355872,0.165391459,0.983807829,Control
362_7,0.336896354,0.508493987,0.276961252,1.966214927,3.008016797,0.220843672,0.16682573,3.632945219,0.163199084,1.25195648,0.342622638,0.273525482,0.260736782,0.23325062,0.718648597,0.598587517,1.338614239,0.95571674,0.412865051,0.642298149,0.264363428,0.33021569,0.173888147,0.908379462,1.978812751,1.065279634,0.209391105,0.244130559,0.521282688,0.147928994,0.396258828,1.710250048,0.521282688,0.483680092,0.502004199,0.754724184,0.588852835,0.362855507,0.511548005,0.307310555,0.299293758,0.417064325,0.393968315,0.133600917,0.906422018,0.116972477,1.269380734,0.227178899,0.244151376,0.705045872,0.084518349,0.12293578,0.163417431,0.113990826,0.136926606,0.168004587,0.155275229,0.102408257,0.209977064,0.099311927,0.556766055,0.233944954,1.192087156,1.907224771,0.152752294,1.122018349,0.788990826,0.233830275,0.156536697,0.133256881,0.113990826,0.127293578,0.36146789,0.14266055,0.183830275,0.180733945,0.961697248,Control
362_8,0.321071496,0.504621769,0.265610262,1.89718921,2.894736842,0.200150915,0.166006414,3.586493115,0.16789285,1.161478966,0.34295416,0.267119411,0.257875872,0.230333899,0.704961328,0.587059045,1.330692322,0.954159593,0.372571213,0.653838898,0.26240332,0.322580645,0.149594416,0.878324844,1.944916054,1.073571024,0.207696661,0.232031692,0.521222411,0.141671383,0.391058291,1.690435767,0.520467836,0.482927749,0.540464063,0.747594793,0.579701943,0.368043765,0.521976985,0.309186946,0.305414073,0.41992077,0.405961139,0.133761551,0.896439035,0.11753437,1.257606491,0.229546991,0.243745774,0.707572684,0.093306288,0.124070318,0.165314402,0.11933739,0.14288934,0.158102321,0.157876944,0.099166103,0.204755465,0.098715348,0.577417174,0.247802569,1.204755465,1.897115168,0.160581474,1.133310796,0.796033356,0.248816768,0.144466982,0.135677259,0.11933739,0.129254,0.347532116,0.129141312,0.197318008,0.186837954,0.941852603,Control
362_9,0.342356378,0.532229796,0.276144109,1.967478092,3.083349562,0.219279455,0.172151899,3.806037001,0.173515093,1.19707887,0.350730282,0.274196689,0.269522882,0.234274586,0.736514119,0.606815969,1.363972736,0.992405063,0.380136319,0.663485881,0.271665044,0.335540409,0.161441091,0.90691334,1.99006816,1.104576436,0.209347614,0.245374878,0.568451801,0.144303797,0.413242454,1.750730282,0.55248296,0.525608569,0.524634859,0.7781889,0.613242454,0.375462512,0.569620253,0.319182084,0.320934761,0.430379747,0.414995131,0.142710472,0.946155601,0.119666895,1.281428245,0.226899384,0.227013461,0.788272872,0.092744695,0.127652293,0.162445813,0.119780972,0.144193475,0.17008898,0.168149669,0.09650924,0.206593657,0.103011636,0.569472964,0.238078941,1.234200319,1.949463838,0.169746749,1.132329455,0.806297057,0.270590919,0.154232261,0.133356149,0.119780972,0.124344057,0.38329911,0.129933835,0.190166553,0.181040383,0.974218572,Control
362_10,0.346938776,0.510950722,0.290691887,1.933300149,2.783723245,0.234693878,0.183175709,3.426331508,0.174962668,1.481085117,0.355151817,0.290691887,0.268043803,0.254106521,0.714036834,0.599552016,1.330761573,0.941015431,0.414136386,0.658038825,0.277750124,0.352414136,0.163763066,0.907416625,1.842956695,1.039323046,0.223245396,0.245644599,0.533847685,0.161772026,0.411149826,1.652314584,0.552513688,0.555002489,0.603534097,0.822050772,0.667745147,0.407416625,0.579392733,0.340965655,0.348183176,0.469387755,0.473867596,0.130839718,0.864954184,0.119272946,1.204746883,0.227880427,0.250713535,0.714285714,0.074658254,0.11897251,0.150818687,0.123178609,0.142106054,0.174553102,0.17951029,0.097942016,0.190926844,0.087276551,0.603274748,0.251164188,1.206098843,1.935256121,0.181312904,1.138350608,0.805017275,0.25446898,0.178909419,0.151269341,0.123178609,0.14030344,0.366080817,0.141054529,0.221270843,0.221571278,0.95253117,Control
